date,position,city,state,endorser,endorsee,endorser_party,source,order,category,body,district,points
NA,past president,NA,IL,Barack Obama,NA,D,NA,NA,Past presidents and vice presidents,NA,NA,10
NA,past president,NA,GA,Jimmy Carter,NA,D,NA,NA,Past presidents and vice presidents,NA,NA,10
NA,U.S. House Democratic whip,NA,SC,James E. Clyburn,NA,D,NA,NA,Current party leaders,NA,NA,10
NA,U.S. Senate minority leader,NA,NY,Charles E. Schumer,NA,D,NA,NA,Current party leaders,NA,NA,10
NA,DNC chair,NA,MD,Tom Perez,NA,D,NA,NA,Current party leaders,NA,NA,10
NA,U.S. House majority leader,NA,MD,Steny Hoyer,NA,D,NA,NA,Current party leaders,NA,NA,10
NA,U.S. Senate Democratic whip,NA,IL,Richard J. Durbin,NA,D,NA,NA,Current party leaders,NA,NA,10
NA,U.S. House speaker,NA,CA,Nancy Pelosi,NA,D,NA,NA,Current party leaders,NA,NA,10
NA,DNC member,NA,NY,Randi Weingarten,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,NY,Robert Zimmerman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Tim Burga,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Isabel Framer,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Rebecca L. Higgins,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Mark Mallory,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Ronald L. Malone,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Valarie J. McCall,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Rhine McLin,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,David A. Pepper,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OH,Joe Rugola,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OK,Brian Jones,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OK,Anna Langthorn,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OK,Betty McElderry,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OK,David L. Walters,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OR,"Carla ""KC"" Hanson",NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OR,Matt K. Keating,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OR,Peter B. Lee,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OR,Travis Nelson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,OR,Tanya Shively,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Rick Bloomingdale,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Ronald Donatucci,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Peggy Grove,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Murat Guzel,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Gerald Lawrence,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Nancy Patton Mills,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Ian Murray,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Evie Rafalko-McNulty,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Sharif T. Street,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Marian B. Tasco,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PA,Sylvia C. Wilson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Maria E. Melendez Altieri,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Luis D. Davila,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Andres Lopez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Margarita Nolasco,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Manuel Ortiz,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Charles A. Rodriguez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,PR,Johanne M. Velez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,RI,Grace Diaz,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,RI,Edna O'Neill Mattson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,RI,Joseph M. McNamara,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,RI,Joseph R. Paolino Jr.,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SC,Gilda Cobb-Hunter,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SC,Carol K. Fowler,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SC,Jaime R. Harrison,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SC,Lessie Price,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SC,Travis Robertson Jr.,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SD,Deb J. Knecht,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SD,Joe Lowe,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SD,Ann Tornberg,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,SD,Bill E. Walsh,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TN,Gale Jones Carson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TN,Will T. Cheek,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TN,Robert H. Cowan,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TN,Mary Mancini,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TN,William Owen,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TN,Marisa Richmond,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Carla Brailey,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Yvonne Davis,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,AJ Durrani,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Gilberto Hinojosa,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Kat Hoang,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Eric Johnson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Glen Maxey,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Lorraine C. Miller,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,John B. Patrick,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Hasmit R. Popat,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Betty Z. Richie,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Jose R. Rodriguez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Dennis D. Speight,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Jere Talley,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Senfronia Thompson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Celina Vasquez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,TX,Royce B. West,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,UT,Marcus Stevenson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,UT,Charles A. Stormont,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,UT,Daisy Thomas,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,UT,Jenny Wilson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Yohannes Abraham,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Marc Broklawski,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Steven C. Cochran,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Doris Crouse-Mays,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Morgan W. Jameson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Frank Leone,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Christopher P. Lu,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Leopoldo J. Martinez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Jennifer L. McClellan,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Atima Omara,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Susan R. Swecker,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Yasmine P. Taeb,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VA,Jeion A. Ward,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VI,Cecil R. Benjamin,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VI,Carol M. Burke,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VI,Carla Joseph,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VI,Ernest Morris,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VT,Terje Anderson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VT,Tim Jerman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VT,Mary M. Sullivan,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,VT,Tess Taylor,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,Ed S. Cote,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,David Green,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,Juanita G. Luiz,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,Sharon Mast,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,David T. McDonald,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,Nancy E. Monacelli,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WA,Tina Podlodowski,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,Janet T. Bewley,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,David Bowen,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,Martha K. Laning,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,Martha Marie Love,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,Mahlon Mitchell,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,Khary Penebaker,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WI,Andrew Werthmann,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WV,Belinda J. Biafore,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WV,Elaine A. Harris,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WV,William Laird,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WV,Pat Maroney,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WY,Joseph M. Barbuto,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WY,Jessica S. Chambers,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WY,Lucas Fralick,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,WY,Erin O'Doherty,NA,D,NA,NA,DNC members,NA,NA,1
