name,poll,points,start,end,length
harris,Politico/Morning ConsultPolitico,7,2019-09-02,2019-09-08,6
yang,Politico/Morning ConsultPolitico,3,2019-09-02,2019-09-08,6
o_rourke,Politico/Morning ConsultPolitico,3,2019-09-02,2019-09-08,6
booker,Politico/Morning ConsultPolitico,3,2019-09-02,2019-09-08,6
klobuchar,Politico/Morning ConsultPolitico,1,2019-09-02,2019-09-08,6
castro,Politico/Morning ConsultPolitico,1,2019-09-02,2019-09-08,6
bennet,Politico/Morning ConsultPolitico,1,2019-09-02,2019-09-08,6
gabbard,Politico/Morning ConsultPolitico,1,2019-09-02,2019-09-08,6
steyer,Politico/Morning ConsultPolitico,1,2019-09-02,2019-09-08,6
warren,Politico/Morning ConsultPolitico,18,2019-09-13,2019-09-15,2
biden,Politico/Morning ConsultPolitico,32,2019-09-13,2019-09-15,2
sanders,Politico/Morning ConsultPolitico,20,2019-09-13,2019-09-15,2
buttigieg,Politico/Morning ConsultPolitico,5,2019-09-13,2019-09-15,2
harris,Politico/Morning ConsultPolitico,6,2019-09-13,2019-09-15,2
yang,Politico/Morning ConsultPolitico,3,2019-09-13,2019-09-15,2
o_rourke,Politico/Morning ConsultPolitico,4,2019-09-13,2019-09-15,2
booker,Politico/Morning ConsultPolitico,3,2019-09-13,2019-09-15,2
klobuchar,Politico/Morning ConsultPolitico,2,2019-09-13,2019-09-15,2
castro,Politico/Morning ConsultPolitico,1,2019-09-13,2019-09-15,2
bennet,Politico/Morning ConsultPolitico,0,2019-09-13,2019-09-15,2
gabbard,Politico/Morning ConsultPolitico,1,2019-09-13,2019-09-15,2
steyer,Politico/Morning ConsultPolitico,1,2019-09-13,2019-09-15,2
warren,Politico/Morning ConsultPolitico,20,2019-09-16,2019-09-22,6
biden,Politico/Morning ConsultPolitico,32,2019-09-16,2019-09-22,6
sanders,Politico/Morning ConsultPolitico,19,2019-09-16,2019-09-22,6
buttigieg,Politico/Morning ConsultPolitico,5,2019-09-16,2019-09-22,6
harris,Politico/Morning ConsultPolitico,6,2019-09-16,2019-09-22,6
yang,Politico/Morning ConsultPolitico,3,2019-09-16,2019-09-22,6
o_rourke,Politico/Morning ConsultPolitico,3,2019-09-16,2019-09-22,6
booker,Politico/Morning ConsultPolitico,3,2019-09-16,2019-09-22,6
klobuchar,Politico/Morning ConsultPolitico,2,2019-09-16,2019-09-22,6
castro,Politico/Morning ConsultPolitico,1,2019-09-16,2019-09-22,6
bennet,Politico/Morning ConsultPolitico,1,2019-09-16,2019-09-22,6
gabbard,Politico/Morning ConsultPolitico,1,2019-09-16,2019-09-22,6
steyer,Politico/Morning ConsultPolitico,1,2019-09-16,2019-09-22,6
warren,Politico/Morning ConsultPolitico,21,2019-09-23,2019-09-29,6
biden,Politico/Morning ConsultPolitico,32,2019-09-23,2019-09-29,6
sanders,Politico/Morning ConsultPolitico,19,2019-09-23,2019-09-29,6
buttigieg,Politico/Morning ConsultPolitico,5,2019-09-23,2019-09-29,6
harris,Politico/Morning ConsultPolitico,6,2019-09-23,2019-09-29,6
yang,Politico/Morning ConsultPolitico,3,2019-09-23,2019-09-29,6
o_rourke,Politico/Morning ConsultPolitico,3,2019-09-23,2019-09-29,6
booker,Politico/Morning ConsultPolitico,3,2019-09-23,2019-09-29,6
klobuchar,Politico/Morning ConsultPolitico,1,2019-09-23,2019-09-29,6
castro,Politico/Morning ConsultPolitico,1,2019-09-23,2019-09-29,6
bennet,Politico/Morning ConsultPolitico,1,2019-09-23,2019-09-29,6
gabbard,Politico/Morning ConsultPolitico,1,2019-09-23,2019-09-29,6
steyer,Politico/Morning ConsultPolitico,1,2019-09-23,2019-09-29,6
warren,Politico/Morning ConsultPolitico,21,2019-09-30,2019-10-06,6
biden,Politico/Morning ConsultPolitico,33,2019-09-30,2019-10-06,6
sanders,Politico/Morning ConsultPolitico,19,2019-09-30,2019-10-06,6
buttigieg,Politico/Morning ConsultPolitico,5,2019-09-30,2019-10-06,6
harris,Politico/Morning ConsultPolitico,6,2019-09-30,2019-10-06,6
yang,Politico/Morning ConsultPolitico,3,2019-09-30,2019-10-06,6
o_rourke,Politico/Morning ConsultPolitico,3,2019-09-30,2019-10-06,6
booker,Politico/Morning ConsultPolitico,2,2019-09-30,2019-10-06,6
klobuchar,Politico/Morning ConsultPolitico,1,2019-09-30,2019-10-06,6
castro,Politico/Morning ConsultPolitico,1,2019-09-30,2019-10-06,6
bennet,Politico/Morning ConsultPolitico,1,2019-09-30,2019-10-06,6
gabbard,Politico/Morning ConsultPolitico,1,2019-09-30,2019-10-06,6
steyer,Politico/Morning ConsultPolitico,1,2019-09-30,2019-10-06,6
warren,QuinnipiacQuinnipiac,21,2019-08-01,2019-08-05,4
biden,QuinnipiacQuinnipiac,32,2019-08-01,2019-08-05,4
sanders,QuinnipiacQuinnipiac,14,2019-08-01,2019-08-05,4
buttigieg,QuinnipiacQuinnipiac,5,2019-08-01,2019-08-05,4
harris,QuinnipiacQuinnipiac,7,2019-08-01,2019-08-05,4
yang,QuinnipiacQuinnipiac,1,2019-08-01,2019-08-05,4
o_rourke,QuinnipiacQuinnipiac,2,2019-08-01,2019-08-05,4
booker,QuinnipiacQuinnipiac,2,2019-08-01,2019-08-05,4
klobuchar,QuinnipiacQuinnipiac,1,2019-08-01,2019-08-05,4
castro,QuinnipiacQuinnipiac,1,2019-08-01,2019-08-05,4
bennet,QuinnipiacQuinnipiac,0,2019-08-01,2019-08-05,4
gabbard,QuinnipiacQuinnipiac,1,2019-08-01,2019-08-05,4
steyer,QuinnipiacQuinnipiac,0,2019-08-01,2019-08-05,4
warren,QuinnipiacQuinnipiac,19,2019-08-21,2019-08-26,5
biden,QuinnipiacQuinnipiac,32,2019-08-21,2019-08-26,5
sanders,QuinnipiacQuinnipiac,15,2019-08-21,2019-08-26,5
buttigieg,QuinnipiacQuinnipiac,5,2019-08-21,2019-08-26,5
harris,QuinnipiacQuinnipiac,7,2019-08-21,2019-08-26,5
yang,QuinnipiacQuinnipiac,3,2019-08-21,2019-08-26,5
o_rourke,QuinnipiacQuinnipiac,1,2019-08-21,2019-08-26,5
booker,QuinnipiacQuinnipiac,1,2019-08-21,2019-08-26,5
klobuchar,QuinnipiacQuinnipiac,1,2019-08-21,2019-08-26,5
castro,QuinnipiacQuinnipiac,0,2019-08-21,2019-08-26,5
bennet,QuinnipiacQuinnipiac,1,2019-08-21,2019-08-26,5
gabbard,QuinnipiacQuinnipiac,1,2019-08-21,2019-08-26,5
steyer,QuinnipiacQuinnipiac,0,2019-08-21,2019-08-26,5
warren,QuinnipiacQuinnipiac,27,2019-09-19,2019-09-23,4
biden,QuinnipiacQuinnipiac,25,2019-09-19,2019-09-23,4
sanders,QuinnipiacQuinnipiac,16,2019-09-19,2019-09-23,4
buttigieg,QuinnipiacQuinnipiac,7,2019-09-19,2019-09-23,4
harris,QuinnipiacQuinnipiac,3,2019-09-19,2019-09-23,4
yang,QuinnipiacQuinnipiac,2,2019-09-19,2019-09-23,4
o_rourke,QuinnipiacQuinnipiac,2,2019-09-19,2019-09-23,4
booker,QuinnipiacQuinnipiac,0,2019-09-19,2019-09-23,4
klobuchar,QuinnipiacQuinnipiac,2,2019-09-19,2019-09-23,4
castro,QuinnipiacQuinnipiac,2,2019-09-19,2019-09-23,4
bennet,QuinnipiacQuinnipiac,1,2019-09-19,2019-09-23,4
gabbard,QuinnipiacQuinnipiac,1,2019-09-19,2019-09-23,4
steyer,QuinnipiacQuinnipiac,0,2019-09-19,2019-09-23,4
warren,QuinnipiacQuinnipiac,29,2019-10-04,2019-10-07,3
biden,QuinnipiacQuinnipiac,26,2019-10-04,2019-10-07,3
sanders,QuinnipiacQuinnipiac,16,2019-10-04,2019-10-07,3
buttigieg,QuinnipiacQuinnipiac,4,2019-10-04,2019-10-07,3
harris,QuinnipiacQuinnipiac,3,2019-10-04,2019-10-07,3
yang,QuinnipiacQuinnipiac,3,2019-10-04,2019-10-07,3
o_rourke,QuinnipiacQuinnipiac,1,2019-10-04,2019-10-07,3
booker,QuinnipiacQuinnipiac,2,2019-10-04,2019-10-07,3
klobuchar,QuinnipiacQuinnipiac,2,2019-10-04,2019-10-07,3
castro,QuinnipiacQuinnipiac,1,2019-10-04,2019-10-07,3
bennet,QuinnipiacQuinnipiac,1,2019-10-04,2019-10-07,3
gabbard,QuinnipiacQuinnipiac,0,2019-10-04,2019-10-07,3
steyer,QuinnipiacQuinnipiac,0,2019-10-04,2019-10-07,3
warren,Reuters/IpsosReuters,10,2019-08-01,2019-08-05,4
biden,Reuters/IpsosReuters,25,2019-08-01,2019-08-05,4
sanders,Reuters/IpsosReuters,20,2019-08-01,2019-08-05,4
buttigieg,Reuters/IpsosReuters,5,2019-08-01,2019-08-05,4
harris,Reuters/IpsosReuters,7,2019-08-01,2019-08-05,4
yang,Reuters/IpsosReuters,2,2019-08-01,2019-08-05,4
o_rourke,Reuters/IpsosReuters,2,2019-08-01,2019-08-05,4
booker,Reuters/IpsosReuters,3,2019-08-01,2019-08-05,4
klobuchar,Reuters/IpsosReuters,1,2019-08-01,2019-08-05,4
castro,Reuters/IpsosReuters,1,2019-08-01,2019-08-05,4
bennet,Reuters/IpsosReuters,0,2019-08-01,2019-08-05,4
gabbard,Reuters/IpsosReuters,1,2019-08-01,2019-08-05,4
steyer,Reuters/IpsosReuters,0,2019-08-01,2019-08-05,4
warren,Reuters/IpsosReuters,11,2019-09-09,2019-09-10,1
biden,Reuters/IpsosReuters,22,2019-09-09,2019-09-10,1
sanders,Reuters/IpsosReuters,16,2019-09-09,2019-09-10,1
buttigieg,Reuters/IpsosReuters,4,2019-09-09,2019-09-10,1
harris,Reuters/IpsosReuters,4,2019-09-09,2019-09-10,1
yang,Reuters/IpsosReuters,3,2019-09-09,2019-09-10,1
o_rourke,Reuters/IpsosReuters,2,2019-09-09,2019-09-10,1
booker,Reuters/IpsosReuters,3,2019-09-09,2019-09-10,1
klobuchar,Reuters/IpsosReuters,1,2019-09-09,2019-09-10,1
castro,Reuters/IpsosReuters,1,2019-09-09,2019-09-10,1
bennet,Reuters/IpsosReuters,0,2019-09-09,2019-09-10,1
gabbard,Reuters/IpsosReuters,1,2019-09-09,2019-09-10,1
steyer,Reuters/IpsosReuters,1,2019-09-09,2019-09-10,1
warren,SurveyUSASUSA,19,2019-08-01,2019-08-05,4
biden,SurveyUSASUSA,33,2019-08-01,2019-08-05,4
sanders,SurveyUSASUSA,20,2019-08-01,2019-08-05,4
buttigieg,SurveyUSASUSA,8,2019-08-01,2019-08-05,4
harris,SurveyUSASUSA,9,2019-08-01,2019-08-05,4
yang,SurveyUSASUSA,0,2019-08-01,2019-08-05,4
o_rourke,SurveyUSASUSA,1,2019-08-01,2019-08-05,4
booker,SurveyUSASUSA,1,2019-08-01,2019-08-05,4
klobuchar,SurveyUSASUSA,1,2019-08-01,2019-08-05,4
castro,SurveyUSASUSA,0,2019-08-01,2019-08-05,4
bennet,SurveyUSASUSA,0,2019-08-01,2019-08-05,4
gabbard,SurveyUSASUSA,0,2019-08-01,2019-08-05,4
steyer,SurveyUSASUSA,0,2019-08-01,2019-08-05,4
warren,SurveyUSASUSA,19,2019-09-13,2019-09-16,3
biden,SurveyUSASUSA,33,2019-09-13,2019-09-16,3
sanders,SurveyUSASUSA,17,2019-09-13,2019-09-16,3
buttigieg,SurveyUSASUSA,5,2019-09-13,2019-09-16,3
harris,SurveyUSASUSA,6,2019-09-13,2019-09-16,3
yang,SurveyUSASUSA,3,2019-09-13,2019-09-16,3
o_rourke,SurveyUSASUSA,4,2019-09-13,2019-09-16,3
booker,SurveyUSASUSA,4,2019-09-13,2019-09-16,3
klobuchar,SurveyUSASUSA,1,2019-09-13,2019-09-16,3
castro,SurveyUSASUSA,1,2019-09-13,2019-09-16,3
bennet,SurveyUSASUSA,NA,2019-09-13,2019-09-16,3
gabbard,SurveyUSASUSA,NA,2019-09-13,2019-09-16,3
steyer,SurveyUSASUSA,NA,2019-09-13,2019-09-16,3
warren,The Hill/HarrisXThe Hill,10,2019-08-09,2019-08-10,1
biden,The Hill/HarrisXThe Hill,31,2019-08-09,2019-08-10,1
sanders,The Hill/HarrisXThe Hill,16,2019-08-09,2019-08-10,1
buttigieg,The Hill/HarrisXThe Hill,4,2019-08-09,2019-08-10,1
harris,The Hill/HarrisXThe Hill,7,2019-08-09,2019-08-10,1
yang,The Hill/HarrisXThe Hill,1,2019-08-09,2019-08-10,1
o_rourke,The Hill/HarrisXThe Hill,4,2019-08-09,2019-08-10,1
booker,The Hill/HarrisXThe Hill,1,2019-08-09,2019-08-10,1
klobuchar,The Hill/HarrisXThe Hill,2,2019-08-09,2019-08-10,1
castro,The Hill/HarrisXThe Hill,2,2019-08-09,2019-08-10,1
bennet,The Hill/HarrisXThe Hill,0,2019-08-09,2019-08-10,1
gabbard,The Hill/HarrisXThe Hill,1,2019-08-09,2019-08-10,1
steyer,The Hill/HarrisXThe Hill,1,2019-08-09,2019-08-10,1
warren,The Hill/HarrisXThe Hill,14,2019-08-23,2019-08-24,1
biden,The Hill/HarrisXThe Hill,30,2019-08-23,2019-08-24,1
sanders,The Hill/HarrisXThe Hill,17,2019-08-23,2019-08-24,1
buttigieg,The Hill/HarrisXThe Hill,4,2019-08-23,2019-08-24,1
harris,The Hill/HarrisXThe Hill,4,2019-08-23,2019-08-24,1
yang,The Hill/HarrisXThe Hill,2,2019-08-23,2019-08-24,1
o_rourke,The Hill/HarrisXThe Hill,3,2019-08-23,2019-08-24,1
booker,The Hill/HarrisXThe Hill,2,2019-08-23,2019-08-24,1
klobuchar,The Hill/HarrisXThe Hill,1,2019-08-23,2019-08-24,1
castro,The Hill/HarrisXThe Hill,1,2019-08-23,2019-08-24,1
bennet,The Hill/HarrisXThe Hill,1,2019-08-23,2019-08-24,1
gabbard,The Hill/HarrisXThe Hill,1,2019-08-23,2019-08-24,1
steyer,The Hill/HarrisXThe Hill,1,2019-08-23,2019-08-24,1
warren,The Hill/HarrisXThe Hill,12,2019-09-07,2019-09-08,1
biden,The Hill/HarrisXThe Hill,27,2019-09-07,2019-09-08,1
sanders,The Hill/HarrisXThe Hill,15,2019-09-07,2019-09-08,1
buttigieg,The Hill/HarrisXThe Hill,4,2019-09-07,2019-09-08,1
harris,The Hill/HarrisXThe Hill,7,2019-09-07,2019-09-08,1
yang,The Hill/HarrisXThe Hill,5,2019-09-07,2019-09-08,1
o_rourke,The Hill/HarrisXThe Hill,3,2019-09-07,2019-09-08,1
booker,The Hill/HarrisXThe Hill,3,2019-09-07,2019-09-08,1
klobuchar,The Hill/HarrisXThe Hill,1,2019-09-07,2019-09-08,1
castro,The Hill/HarrisXThe Hill,2,2019-09-07,2019-09-08,1
bennet,The Hill/HarrisXThe Hill,1,2019-09-07,2019-09-08,1
gabbard,The Hill/HarrisXThe Hill,1,2019-09-07,2019-09-08,1
steyer,The Hill/HarrisXThe Hill,1,2019-09-07,2019-09-08,1
warren,The Hill/HarrisXThe Hill,14,2019-09-20,2019-09-21,1
biden,The Hill/HarrisXThe Hill,31,2019-09-20,2019-09-21,1
sanders,The Hill/HarrisXThe Hill,16,2019-09-20,2019-09-21,1
buttigieg,The Hill/HarrisXThe Hill,5,2019-09-20,2019-09-21,1
harris,The Hill/HarrisXThe Hill,5,2019-09-20,2019-09-21,1
yang,The Hill/HarrisXThe Hill,2,2019-09-20,2019-09-21,1
o_rourke,The Hill/HarrisXThe Hill,4,2019-09-20,2019-09-21,1
booker,The Hill/HarrisXThe Hill,2,2019-09-20,2019-09-21,1
klobuchar,The Hill/HarrisXThe Hill,2,2019-09-20,2019-09-21,1
castro,The Hill/HarrisXThe Hill,3,2019-09-20,2019-09-21,1
bennet,The Hill/HarrisXThe Hill,1,2019-09-20,2019-09-21,1
gabbard,The Hill/HarrisXThe Hill,1,2019-09-20,2019-09-21,1
steyer,The Hill/HarrisXThe Hill,1,2019-09-20,2019-09-21,1
warren,USA Today/SuffolkUSA Today,14,2019-08-20,2019-08-25,5
biden,USA Today/SuffolkUSA Today,32,2019-08-20,2019-08-25,5
sanders,USA Today/SuffolkUSA Today,12,2019-08-20,2019-08-25,5
buttigieg,USA Today/SuffolkUSA Today,6,2019-08-20,2019-08-25,5
harris,USA Today/SuffolkUSA Today,6,2019-08-20,2019-08-25,5
yang,USA Today/SuffolkUSA Today,3,2019-08-20,2019-08-25,5
o_rourke,USA Today/SuffolkUSA Today,2,2019-08-20,2019-08-25,5
booker,USA Today/SuffolkUSA Today,2,2019-08-20,2019-08-25,5
klobuchar,USA Today/SuffolkUSA Today,0,2019-08-20,2019-08-25,5
castro,USA Today/SuffolkUSA Today,1,2019-08-20,2019-08-25,5
bennet,USA Today/SuffolkUSA Today,0,2019-08-20,2019-08-25,5
gabbard,USA Today/SuffolkUSA Today,0,2019-08-20,2019-08-25,5
steyer,USA Today/SuffolkUSA Today,0,2019-08-20,2019-08-25,5
